comName,sciName,invasionStatus,conservStatus,reg_US_Northeast,reg_US_Southeast,reg_US_Midwest,reg_US_Rockies,reg_US_Southwest,reg_US_WestCoast,reg_Alaska,reg_Hawaii,reg_Canada_Greenland,reg_Central_America,reg_Caribbean
Ringed Teal,Callonetta leucophrys,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Rare/Accidental
Wood Duck,Aix sponsa,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Mandarin Duck,Aix galericulata,Introduced,Least concern,Rare/Accidental,Rare/Accidental,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced
Maned Duck,Chenonetta jubata,Rare/Accidental,,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
Baikal Teal,Sibirionetta formosa,Rare/Accidental,,Absent,Rare/Accidental,Absent,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Absent,Absent
Garganey,Spatula querquedula,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental
Blue-billed Teal,Spatula hottentota,Rare/Accidental,,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
Silver Teal,Spatula versicolor,Rare/Accidental,,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent
Blue-winged Teal,Spatula discors,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Cinnamon Teal,Spatula cyanoptera,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Present,Present,Present,Present
Northern Shoveler,Spatula clypeata,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Gadwall,Mareca strepera,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Falcated Duck,Mareca falcata,Rare/Accidental,,Absent,Rare/Accidental,Rare/Accidental,Absent,Rare/Accidental,Rare/Accidental,Rare/Accidental,Absent,Rare/Accidental,Absent,Absent
Eurasian Wigeon,Mareca penelope,Native,Least concern,Native,Rare/Accidental,Present,Present,Present,Present,Present,Present,Present,Present,Present
American Wigeon,Mareca americana,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Chiloe Wigeon,Mareca sibilatrix,Rare/Accidental,,Absent,Rare/Accidental,Rare/Accidental,Absent,Rare/Accidental,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent
Laysan Duck,Anas laysanensis,Native,Critically endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent,Absent,Absent
Hawaiian Duck,Anas wyvilliana,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent,Absent,Absent
Indian Spot-billed Duck,Anas poecilorhyncha,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent
Eastern Spot-billed Duck,Anas zonorhyncha,Rare/Accidental,,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent
Mallard,Anas platyrhynchos,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Mexican Duck,Anas diazi,Native,Least concern,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent,Present,Absent
American Black Duck,Anas rubripes,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Absent,Present
Mottled Duck,Anas fulvigula,Native,Least concern,Rare/Accidental,Native,Present,Present,Present,Absent,Absent,Absent,Present,Present,Present
White-cheeked Pintail,Anas bahamensis,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Absent,Present,Present,Absent,Absent,Present,Present,Present
Northern Pintail,Anas acuta,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Yellow-billed Pintail,Anas georgica,Rare/Accidental,,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
Green-winged Teal,Anas crecca,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Yellow-billed Teal,Anas flavirostris,Rare/Accidental,,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
Chestnut Teal,Anas castanea,Rare/Accidental,,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent
Marbled Duck,Marmaronetta angustirostris,Rare/Accidental,,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Rare/Accidental,Absent,Absent
Red-crested Pochard,Netta rufina,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Absent,Rare/Accidental,Rare/Accidental,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Rare/Accidental
Southern Pochard,Netta erythrophthalma,Rare/Accidental,,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
Rosy-billed Pochard,Netta peposaca,Rare/Accidental,,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental
Canvasback,Aythya valisineria,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Redhead,Aythya americana,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Common Pochard,Aythya ferina,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Absent,Absent,Absent,Rare/Accidental,Rare/Accidental,Absent,Rare/Accidental,Rare/Accidental,Rare/Accidental
Ring-necked Duck,Aythya collaris,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Ferruginous Duck,Aythya nyroca,Rare/Accidental,,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Baer's Pochard,Aythya baeri,Rare/Accidental,,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
Tufted Duck,Aythya fuligula,Native,Least concern,Native,Rare/Accidental,Present,Present,Present,Present,Present,Present,Present,Absent,Present
Greater Scaup,Aythya marila,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Lesser Scaup,Aythya affinis,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Steller's Eider,Polysticta stelleri,Native,Vulnerable,Rare/Accidental,Absent,Absent,Absent,Absent,Present,Present,Absent,Present,Absent,Absent
Labrador Duck,Camptorhynchus labradorius,Rare/Accidental,,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent
Spectacled Eider,Somateria fischeri,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent
King Eider,Somateria spectabilis,Native,Least concern,Native,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Absent,Absent
Common Eider,Somateria mollissima,Native,Near threatened,Native,Native,Present,Absent,Present,Present,Present,Absent,Present,Absent,Present
Harlequin Duck,Histrionicus histrionicus,Native,Least concern,Native,Rare/Accidental,Present,Present,Present,Present,Present,Present,Present,Present,Absent
Surf Scoter,Melanitta perspicillata,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
White-winged Scoter,Melanitta deglandi,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Stejneger's Scoter,Melanitta stejnegeri,Rare/Accidental,,Absent,Absent,Absent,Rare/Accidental,Absent,Rare/Accidental,Rare/Accidental,Absent,Absent,Absent,Absent
Common Scoter,Melanitta nigra,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent
Black Scoter,Melanitta americana,Native,Near threatened,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Long-tailed Duck,Clangula hyemalis,Native,Vulnerable,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Bufflehead,Bucephala albeola,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Common Goldeneye,Bucephala clangula,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Barrow's Goldeneye,Bucephala islandica,Native,Least concern,Native,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Absent
Smew,Mergellus albellus,Rare/Accidental,,Rare/Accidental,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Rare/Accidental,Absent,Rare/Accidental,Absent,Absent
Hooded Merganser,Lophodytes cucullatus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Common Merganser,Mergus merganser,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Red-breasted Merganser,Mergus serrator,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Masked Duck,Nomonyx dominicus,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Ruddy Duck,Oxyura jamaicensis,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Highland Guan,Penelopina nigra,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black Guan,Chamaepetes unicolor,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Trinidad Piping-Guan,Pipile pipile,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Crested Guan,Penelope purpurascens,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Baudo Guan,Penelope ortoni,Native,Endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Horned Guan,Oreophasis derbianus,Native,Endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Great Curassow,Crax rubra,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Plain Chachalaca,Ortalis vetula,Native,Least concern,Absent,Rare/Accidental,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
White-bellied Chachalaca,Ortalis leucogastra,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
West Mexican Chachalaca,Ortalis poliocephala,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Rufous-bellied Chachalaca,Ortalis wagleri,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Gray-headed Chachalaca,Ortalis cinereiceps,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Rufous-vented Chachalaca,Ortalis ruficauda,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Helmeted Guineafowl,Numida meleagris,Introduced,Least concern,Rare/Accidental,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced
Tawny-faced Quail,Rhynchortyx cinctus,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Mountain Quail,Oreortyx pictus,Native,Least concern,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Present,Present,Absent
Buffy-crowned Wood-Partridge,Dendrortyx leucophrys,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Long-tailed Wood-Partridge,Dendrortyx macroura,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Bearded Wood-Partridge,Dendrortyx barbatus,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Banded Quail,Philortyx fasciatus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Northern Bobwhite,Colinus virginianus,Native,Near threatened,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Black-throated Bobwhite,Colinus nigrogularis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Spot-bellied Bobwhite,Colinus leucopogon,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Crested Bobwhite,Colinus cristatus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Scaled Quail,Callipepla squamata,Native,Least concern,Rare/Accidental,Absent,Present,Present,Present,Present,Absent,Absent,Absent,Present,Absent
Elegant Quail,Callipepla douglasii,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
California Quail,Callipepla californica,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Present,Present,Present,Absent
Gambel's Quail,Callipepla gambelii,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Present,Present,Present,Absent
Montezuma Quail,Cyrtonyx montezumae,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Ocellated Quail,Cyrtonyx ocellatus,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Singing Quail,Dactylortyx thoracicus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Marbled Wood-Quail,Odontophorus gujanensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black-eared Wood-Quail,Odontophorus melanotis,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Tacarcuna Wood-Quail,Odontophorus dialeucos,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black-breasted Wood-Quail,Odontophorus leucolaemus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Spotted Wood-Quail,Odontophorus guttatus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Wild Turkey,Meleagris gallopavo,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Present,Present,Present,Present
Ocellated Turkey,Meleagris ocellata,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Ruffed Grouse,Bonasa umbellus,Native,Least concern,Native,Native,Present,Present,Absent,Present,Present,Absent,Present,Absent,Absent
Greater Sage-Grouse,Centrocercus urophasianus,Native,Vulnerable,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Present,Absent,Absent
Gunnison Sage-Grouse,Centrocercus minimus,Native,Endangered,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent
Dusky Grouse,Dendragapus obscurus,Native,Least concern,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Present,Absent,Absent
Sooty Grouse,Dendragapus fuliginosus,Native,Least concern,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent
Sharp-tailed Grouse,Tympanuchus phasianellus,Native,Least concern,Rare/Accidental,Absent,Present,Present,Present,Present,Present,Absent,Present,Absent,Absent
Greater Prairie-Chicken,Tympanuchus cupido,Native,Near threatened,Rare/Accidental,Rare/Accidental,Present,Present,Present,Absent,Absent,Absent,Present,Absent,Absent
Lesser Prairie-Chicken,Tympanuchus pallidicinctus,Native,Vulnerable,Absent,Absent,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent
White-tailed Ptarmigan,Lagopus leucura,Native,Least concern,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Present,Absent,Absent
Willow Ptarmigan,Lagopus lagopus,Native,Least concern,Rare/Accidental,Absent,Present,Present,Absent,Absent,Present,Absent,Present,Absent,Absent
Rock Ptarmigan,Lagopus muta,Native,Least concern,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent
Spruce Grouse,Canachites canadensis,Native,Least concern,Native,Absent,Present,Present,Absent,Present,Present,Absent,Present,Absent,Absent
Gray Partridge,Perdix perdix,Introduced,Least concern,Rare/Accidental,Introduced,Introduced,Introduced,Introduced,Introduced,Absent,Absent,Introduced,Absent,Absent
Reeves's Pheasant,Syrmaticus reevesii,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Rare/Accidental,Rare/Accidental,Absent,Absent
Golden Pheasant,Chrysolophus pictus,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Absent,Rare/Accidental,Rare/Accidental,Absent,Absent
Lady Amherst's Pheasant,Chrysolophus amherstiae,Introduced,Least concern,Rare/Accidental,Introduced,Introduced,Absent,Introduced,Introduced,Absent,Absent,Introduced,Absent,Absent
Ring-necked Pheasant,Phasianus colchicus,Introduced,Least concern,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced
Green Pheasant,Phasianus versicolor,Introduced,Least concern,Rare/Accidental,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Absent,Absent,Absent
Swinhoe's Pheasant,Lophura swinhoii,Rare/Accidental,,Absent,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent
Kalij Pheasant,Lophura leucomelanos,Introduced,Least concern,Absent,Absent,Absent,Absent,Absent,Introduced,Absent,Introduced,Absent,Absent,Absent
Silver Pheasant,Lophura nycthemera,Introduced,Least concern,Rare/Accidental,Introduced,Introduced,Absent,Absent,Introduced,Absent,Introduced,Introduced,Introduced,Absent
Indian Peafowl,Pavo cristatus,Introduced,Least concern,Rare/Accidental,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced
Green Peafowl,Pavo muticus,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent
Gray Peacock-Pheasant,Polyplectron bicalcaratum,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent
Red Junglefowl,Gallus gallus,Introduced,Least concern,Rare/Accidental,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced
Gray Francolin,Ortygornis pondicerianus,Introduced,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Introduced,Absent,Absent,Absent
Black Francolin,Francolinus francolinus,Introduced,Least concern,Absent,Introduced,Absent,Absent,Absent,Introduced,Absent,Introduced,Absent,Absent,Absent
Himalayan Snowcock,Tetraogallus himalayensis,Introduced,Least concern,Absent,Absent,Absent,Introduced,Absent,Absent,Absent,Absent,Absent,Absent,Absent
Blue-breasted Quail,Synoicus chinensis,Rare/Accidental,,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent
Common Quail,Coturnix coturnix,Introduced,Least concern,Rare/Accidental,Absent,Introduced,Absent,Absent,Introduced,Absent,Absent,Introduced,Absent,Absent
Japanese Quail,Coturnix japonica,Introduced,Near threatened,Rare/Accidental,Introduced,Absent,Introduced,Introduced,Introduced,Absent,Introduced,Introduced,Absent,Introduced
Red-legged Partridge,Alectoris rufa,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent
Chukar,Alectoris chukar,Introduced,Least concern,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced
Rock Partridge,Alectoris graeca,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent
Erckel's Spurfowl,Pternistis erckelii,Introduced,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Introduced,Absent,Absent,Absent
Rock Pigeon,Columba livia,Introduced,Least concern,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced
Speckled Pigeon,Columba guinea,Rare/Accidental,,Absent,Rare/Accidental,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent
Common Wood-Pigeon,Columba palumbus,Rare/Accidental,,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Rare/Accidental,Absent,Absent
Pale-vented Pigeon,Patagioenas cayennensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Scaled Pigeon,Patagioenas speciosa,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Scaly-naped Pigeon,Patagioenas squamosa,Native,Least concern,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Bare-eyed Pigeon,Patagioenas corensis,Introduced,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Introduced
White-crowned Pigeon,Patagioenas leucocephala,Native,Near threatened,Absent,Native,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Red-billed Pigeon,Patagioenas flavirostris,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Plain Pigeon,Patagioenas inornata,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Band-tailed Pigeon,Patagioenas fasciata,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Absent
Ring-tailed Pigeon,Patagioenas caribaea,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Plumbeous Pigeon,Patagioenas plumbea,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Ruddy Pigeon,Patagioenas subvinacea,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Short-billed Pigeon,Patagioenas nigrirostris,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Dusky Pigeon,Patagioenas goodsoni,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent
Passenger Pigeon,Ectopistes migratorius,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Rare/Accidental,Rare/Accidental,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Rare/Accidental
European Turtle-Dove,Streptopelia turtur,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent
Oriental Turtle-Dove,Streptopelia orientalis,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Rare/Accidental,Absent,Rare/Accidental,Absent,Absent
Eurasian Collared-Dove,Streptopelia decaocto,Introduced,Least concern,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Absent,Introduced,Introduced,Introduced
African Collared-Dove,Streptopelia roseogrisea,Introduced,Least concern,Rare/Accidental,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Absent,Introduced,Introduced,Introduced
Ring-necked Dove,Streptopelia capicola,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Absent,Absent,Rare/Accidental,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent
Spotted Dove,Spilopelia chinensis,Introduced,Least concern,Rare/Accidental,Introduced,Introduced,Absent,Absent,Introduced,Absent,Introduced,Introduced,Introduced,Absent
Laughing Dove,Spilopelia senegalensis,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Rare/Accidental
Namaqua Dove,Oena capensis,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent
Crested Pigeon,Ocyphaps lophotes,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent
Diamond Dove,Geopelia cuneata,Rare/Accidental,,Rare/Accidental,Rare/Accidental,Rare/Accidental,Absent,Rare/Accidental,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Rare/Accidental
Zebra Dove,Geopelia striata,Introduced,Least concern,Absent,Absent,Absent,Absent,Absent,Introduced,Absent,Introduced,Introduced,Absent,Absent
Inca Dove,Columbina inca,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Common Ground Dove,Columbina passerina,Native,Least concern,Rare/Accidental,Native,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Plain-breasted Ground Dove,Columbina minuta,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Ruddy Ground Dove,Columbina talpacoti,Native,Least concern,Absent,Rare/Accidental,Absent,Present,Present,Present,Absent,Absent,Absent,Present,Present
Scaled Dove,Columbina squammata,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Blue Ground Dove,Claravis pretiosa,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Maroon-chested Ground Dove,Paraclaravis mondetoura,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Blue-headed Quail-Dove,Starnoenas cyanocephala,Native,Endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Crested Quail-Dove,Geotrygon versicolor,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Ruddy Quail-Dove,Geotrygon montana,Native,Least concern,Absent,Rare/Accidental,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Violaceous Quail-Dove,Geotrygon violacea,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Gray-fronted Quail-Dove,Geotrygon caniceps,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
White-fronted Quail-Dove,Geotrygon leucometopia,Native,Endangered,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Key West Quail-Dove,Geotrygon chrysia,Native,Least concern,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Bridled Quail-Dove,Geotrygon mystacea,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Olive-backed Quail-Dove,Leptotrygon veraguensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
White-tipped Dove,Leptotila verreauxi,Native,Least concern,Absent,Rare/Accidental,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
