speciesCode,comName,sciName,reg_US_Northeast,reg_US_Southeast,reg_US_Midwest,reg_US_Rockies,reg_US_Southwest,reg_US_WestCoast,reg_Alaska,reg_Hawaii,reg_Canada_Greenland,reg_Central_America,reg_Caribbean
lowhar1,Long-winged Harrier,Circus buffoni,,,,,,,,,,Present,Present
norhar1,Hen Harrier,Circus cyaneus,,,,,,,Present,,,,Present
norhar2,Northern Harrier,Circus hudsonius,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
palhar1,Pallid Harrier,Circus macrourus,,,,,,,,,,,Present
tinhaw1,Tiny Hawk,Microspizias superciliosus,,,,,,,,,,Present,
dotkit1,Double-toothed Kite,Harpagus bidentatus,,Present,,,Present,,,,,Present,Present
blakit1,Black Kite,Milvus migrans,,,,,,,Present,,,,Present
whteag,White-tailed Eagle,Haliaeetus albicilla,Present,,,,,Present,Present,Present,Present,,
baleag,Bald Eagle,Haliaeetus leucocephalus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
stseag,Steller's Sea-Eagle,Haliaeetus pelagicus,Present,,,,Present,,Present,,Present,,
miskit,Mississippi Kite,Ictinia mississippiensis,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
plukit1,Plumbeous Kite,Ictinia plumbea,,,,,,,,,,Present,Present
crahaw,Crane Hawk,Geranospiza caerulescens,,,,,Present,,,,,Present,Present
blchaw1,Black-collared Hawk,Busarellus nigricollis,,,,,,,,,,Present,Present
snakit,Snail Kite,Rostrhamus sociabilis,,Present,,,Present,,,,,Present,Present
slbkit1,Slender-billed Kite,Helicolestes hamatus,,,,,,,,,,Present,Present
barhaw1,Barred Hawk,Morphnarchus princeps,,,,,,,,,,Present,
pluhaw,Plumbeous Hawk,Cryptoleucopteryx plumbea,,,,,,,,,,Present,
comblh1,Common Black Hawk,Buteogallus anthracinus,,,,Present,Present,Present,,,,Present,Present
cubblh1,Cuban Black Hawk,Buteogallus gundlachii,,,,,,,,,,,Present
ruchaw1,Rufous Crab Hawk,Buteogallus aequinoctialis,,,,,,,,,,,Present
savhaw1,Savanna Hawk,Buteogallus meridionalis,,,,,,Present,,,,Present,Present
grbhaw1,Great Black Hawk,Buteogallus urubitinga,Present,Present,,,Present,,,,,Present,Present
soleag1,Solitary Eagle,Buteogallus solitarius,,,,,,,,,,Present,
roahaw,Roadside Hawk,Rupornis magnirostris,,,,,Present,,,,,Present,Present
hrshaw,Harris's Hawk,Parabuteo unicinctus,Present,Present,Present,Present,Present,Present,,,Present,Present,
whthaw,White-tailed Hawk,Geranoaetus albicaudatus,Present,Present,,,Present,,,,,Present,Present
rebhaw2,Variable Hawk,Geranoaetus polyosoma,,,,Present,,,,,,,
whihaw1,White Hawk,Pseudastur albicollis,,,,,,,,,,Present,Present
semhaw,Semiplumbeous Hawk,Leucopternis semiplumbeus,,,,,,,,,,Present,
gryhaw2,Gray Hawk,Buteo plagiatus,,,Present,Present,Present,Present,,,,Present,
gryhaw3,Gray-lined Hawk,Buteo nitidus,,,,,,,,,,Present,Present
brwhaw,Broad-winged Hawk,Buteo platypterus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
reshaw,Red-shouldered Hawk,Buteo lineatus,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
ridhaw1,Ridgway's Hawk,Buteo ridgwayi,,,,,,,,,,,Present
zothaw,Zone-tailed Hawk,Buteo albonotatus,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
hawhaw,Hawaiian Hawk,Buteo solitarius,,,,,,,,Present,,,
shthaw,Short-tailed Hawk,Buteo brachyurus,,Present,Present,,Present,,,,,Present,Present
swahaw,Swainson's Hawk,Buteo swainsoni,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
rethaw,Red-tailed Hawk,Buteo jamaicensis,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
rolhaw,Rough-legged Hawk,Buteo lagopus,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
ferhaw,Ferruginous Hawk,Buteo regalis,Present,Present,Present,Present,Present,Present,,,Present,Present,
lolbuz1,Long-legged Buzzard,Buteo rufinus,,,,,,,Present,,,,
brnowl,American Barn Owl,Tyto furcata,Present,Present,Present,Present,Present,Present,,Present,Present,Present,Present
asfowl1,Ashy-faced Owl,Tyto glaucops,,,,,,,,,,,Present
orsowl,Oriental Scops-Owl,Otus sunia,,,,,,,Present,,,,
flaowl,Flammulated Owl,Psiloscops flammeolus,,Present,Present,Present,Present,Present,Present,,Present,Present,Present
prsowl,Puerto Rican Owl,Gymnasio nudipes,,,,,,,,,,,Present
bssowl,Bare-shanked Screech-Owl,Megascops clarkii,,,,,,,,,,Present,
whsowl1,Whiskered Screech-Owl,Megascops trichopsis,,,,,Present,,,,,Present,
trsowl,Tropical Screech-Owl,Megascops choliba,,,,,,,,,,Present,Present
vesowl,Middle American Screech-Owl,Megascops guatemalae,,,,,,,,,,Present,
versco2,Choco Screech-Owl,Megascops centralis,,,,,,,,,,Present,
besowl,Bearded Screech-Owl,Megascops barbarus,,,,,,,,,,Present,
basowl,Balsas Screech-Owl,Megascops seductus,,,,,,,,,,Present,
pasowl4,Pacific Screech-Owl,Megascops cooperi,,,,,,,,,,Present,
wesowl1,Western Screech-Owl,Megascops kennicottii,,,Present,Present,Present,Present,Present,,Present,Present,
easowl1,Eastern Screech-Owl,Megascops asio,Present,Present,Present,Present,Present,,,,Present,Present,
balowl,Bare-legged Owl,Margarobyas lawrencii,,,,,,,,,,,Present
creowl1,Crested Owl,Lophostrix cristata,,,,,,,,,,Present,
speowl1,Spectacled Owl,Pulsatrix perspicillata,,,,,,,,,,Present,Present
snoowl1,Snowy Owl,Bubo scandiacus,Present,Present,Present,Present,Present,Present,Present,Present,Present,,Present
grhowl,Great Horned Owl,Bubo virginianus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,
eueowl1,Eurasian Eagle-Owl,Bubo bubo,Present,,,,,,,,,,
nohowl,Northern Hawk Owl,Surnia ulula,Present,Present,Present,Present,,Present,Present,,Present,,
nopowl,Northern Pygmy-Owl,Glaucidium gnoma,,,,Present,Present,Present,Present,,Present,Present,
crpowl,Costa Rican Pygmy-Owl,Glaucidium costaricanum,,,,,,,,,,Present,
capowl1,Central American Pygmy-Owl,Glaucidium griseiceps,,,,,,,,,,Present,
tapowl1,Tamaulipas Pygmy-Owl,Glaucidium sanchezi,,,,,,,,,,Present,
copowl1,Colima Pygmy-Owl,Glaucidium palmarum,,,,,,,,,,Present,
fepowl,Ferruginous Pygmy-Owl,Glaucidium brasilianum,,,,,Present,,,,,Present,Present
cupowl1,Cuban Pygmy-Owl,Glaucidium siju,,,,,,,,,,,Present
elfowl,Elf Owl,Micrathene whitneyi,,,,Present,Present,Present,,,,Present,
burowl,Burrowing Owl,Athene cunicularia,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
motowl,Mottled Owl,Strix virgata,,,,,Present,,,,,Present,Present
bawowl1,Black-and-white Owl,Strix nigrolineata,,,,,,,,,,Present,
spoowl,Spotted Owl,Strix occidentalis,,,,Present,Present,Present,,,Present,Present,
brdowl,Barred Owl,Strix varia,Present,Present,Present,Present,Present,Present,Present,,Present,,Present
barowl13,Cinereous Owl,Strix sartorii,,,,,,,,,,Present,
fulowl1,Fulvous Owl,Strix fulvescens,,,,,,,,,,Present,
grgowl,Great Gray Owl,Strix nebulosa,Present,Present,Present,Present,,Present,Present,,Present,,
jamowl1,Jamaican Owl,Asio grammicus,,,,,,,,,,,Present
loeowl,Long-eared Owl,Asio otus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
strowl1,Striped Owl,Asio clamator,,,,,,,,,,Present,Present
styowl1,Stygian Owl,Asio stygius,,Present,,,Present,,,,,Present,Present
sheowl,Short-eared Owl,Asio flammeus,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
borowl,Boreal Owl,Aegolius funereus,Present,Present,Present,Present,Present,Present,Present,,Present,,
nswowl,Northern Saw-whet Owl,Aegolius acadicus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
uswowl1,Unspotted Saw-whet Owl,Aegolius ridgwayi,,,,,,,,,,Present,
norboo1,Northern Boobook,Ninox japonica,,,,,,,Present,,,,
earque,Eared Quetzal,Euptilotis neoxenus,,,,,Present,,,,,Present,
gohque1,Golden-headed Quetzal,Pharomachrus auriceps,,,,,,,,,,Present,
resque1,Resplendent Quetzal,Pharomachrus mocinno,,,,,,,,,,Present,
cubtro1,Cuban Trogon,Priotelus temnurus,,,,,,,,,,,Present
histro1,Hispaniolan Trogon,Priotelus roseigaster,,,,,,,,,,,Present
lattro1,Lattice-tailed Trogon,Trogon clathratus,,,,,,,,,,Present,
slttro1,Slaty-tailed Trogon,Trogon massena,,,,,,,,,,Present,
blttro1,Black-tailed Trogon,Trogon melanurus,,,,,,,,,,Present,
blhtro1,Black-headed Trogon,Trogon melanocephalus,,,,,,,,,,Present,
cittro1,Citreoline Trogon,Trogon citreolus,,,,,,,,,,Present,
whttro1,White-tailed Trogon,Trogon chionurus,,,,,,,,,,Present,
gnbtro1,Green-backed Trogon,Trogon viridis,,,,,,,,,,,Present
baitro1,Baird's Trogon,Trogon bairdii,,,,,,,,,,Present,
gartro1,Gartered Violaceous Trogon,Trogon caligatus,,,,,,,,,,Present,
viotro2,Guianan Violaceous Trogon,Trogon violaceus,,,,,,,,,,,Present
bkttro7,Graceful Black-throated Trogon,Trogon tenellus,,,,,,,,,,Present,
eletro1,Coppery-tailed Trogon,Trogon ambiguus,,,,,Present,,,,,Present,
eletro2,Elegant Trogon,Trogon elegans,,,,,Present,,,,,Present,
moutro1,Mountain Trogon,Trogon mexicanus,,,,,,,,,,Present,
coltro1,Collared Trogon,Trogon collaris,,,,,,,,,,Present,Present
hoopoe,Common Hoopoe,Upupa epops,,,,,,,Present,,,,
wrbhor2,Western Red-billed Hornbill,Tockus kempi,,,,,Present,,,,,,
rebhor1,Northern Red-billed Hornbill,Tockus erythrorhynchus,,Present,,,,,,,,,
blchor1,Black-casqued Hornbill,Ceratogymna atrata,,Present,,,,,,,,,
bawhor2,Black-and-white-casqued Hornbill,Bycanistes subcylindricus,,Present,,,,,,,,,
whthor1,White-thighed Hornbill,Bycanistes albotibialis,,Present,,,,,,,,,
piphor1,Piping Hornbill,Bycanistes fistulator,,Present,,,,,,,,,
orphor1,Oriental Pied-Hornbill,Anthracoceros albirostris,,,,,,Present,,,,,
eubeat1,European Bee-eater,Merops apiaster,,,,,,,,,,,Present
ncbeat1,Northern Carmine Bee-eater,Merops nubicus,,,,,,,,,Present,,
cubtod1,Cuban Tody,Todus multicolor,,,,,,,,,,,Present
brbtod1,Broad-billed Tody,Todus subulatus,,,,,,,,,,,Present
nabtod1,Narrow-billed Tody,Todus angustirostris,,,,,,,,,,,Present
jamtod1,Jamaican Tody,Todus todus,,,,,,,,,,,Present
purtod1,Puerto Rican Tody,Todus mexicanus,,,,,,,,,,,Present
todmot1,Tody Motmot,Hylomanes momotula,,,,,,,,,,Present,
bltmot1,Blue-throated Motmot,Aspatha gularis,,,,,,,,,,Present,
rucmot1,Russet-crowned Motmot,Momotus mexicanus,,,,,,,,,,Present,
bucmot1,Blue-capped Motmot,Momotus coeruliceps,,,,,,,,,,Present,
bucmot2,Lesson's Motmot,Momotus lessonii,,,,,,,,,,Present,
bucmot3,Whooping Motmot,Momotus subrufescens,,,,,,,,,,Present,
trimot1,Trinidad Motmot,Momotus bahamensis,,,,,,,,,,,Present
rufmot1,Rufous Motmot,Baryphthengus martii,,,,,,,,,,Present,
kebmot1,Keel-billed Motmot,Electron carinatum,,,,,,,,,,Present,
brbmot1,Broad-billed Motmot,Electron platyrhynchum,,,,,,,,,,Present,
tubmot1,Turquoise-browed Motmot,Eumomota superciliosa,,,,,,,,,,Present,
comkin1,Common Kingfisher,Alcedo atthis,,,,,,,,,,,Present
laukoo1,Laughing Kookaburra,Dacelo novaeguineae,Present,Present,,,,,,,,,
rinkin1,Ringed Kingfisher,Megaceryle torquata,,Present,,,Present,,,,,Present,Present
belkin1,Belted Kingfisher,Megaceryle alcyon,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
amakin1,Amazon Kingfisher,Chloroceryle amazona,,,,,Present,,,,,Present,Present
ampkin1,American Pygmy Kingfisher,Chloroceryle aenea,,,,,,,,,,Present,Present
grnkin,Green Kingfisher,Chloroceryle americana,,,,,Present,,,,,Present,Present
garkin1,Green-and-rufous Kingfisher,Chloroceryle inda,,,,,,,,,,Present,
librol2,Lilac-breasted Roller,Coracias caudatus,,,,,,Present,,,,,
blbrol1,Blue-bellied Roller,Coracias cyanogaster,,Present,,,,,,,,,
whnpuf2,White-necked Puffbird,Notharchus hyperrhynchus,,,,,,,,,,Present,
blbpuf1,Black-breasted Puffbird,Notharchus pectoralis,,,,,,,,,,Present,
piepuf1,Pied Puffbird,Notharchus tectus,,,,,,,,,,Present,
barpuf1,Barred Puffbird,Nystalus radiatus,,,,,,,,,,Present,
rutpuf1,Russet-throated Puffbird,Hypnelus ruficollis,,,,,,,,,,Present,
whwpuf1,White-whiskered Puffbird,Malacoptila panamensis,,,,,,,,,,Present,
lanmon1,Lanceolated Monklet,Micromonacha lanceolata,,,,,,,,,,Present,
gycnun1,Gray-cheeked Nunlet,Nonnula frontalis,,,,,,,,,,Present,
whfnun1,White-fronted Nunbird,Monasa morphoeus,,,,,,,,,,Present,
dubjac1,Dusky-backed Jacamar,Brachygalba salmoni,,,,,,,,,,Present,
rutjac1,Rufous-tailed Jacamar,Galbula ruficauda,,,,,,,,,,Present,Present
grejac2,Great Jacamar,Jacamerops aureus,,,,,,,,,,Present,
spcbar1,Spot-crowned Barbet,Capito maculicoronatus,,,,,,,,,,Present,
rehbar1,Red-headed Barbet,Eubucco bourcierii,,,,,,,,,,Present,
prbbar1,Prong-billed Barbet,Semnornis frantzii,,,,,,,,,,Present,
noremt1,Northern Emerald-Toucanet,Aulacorhynchus prasinus,,,,,,,,,,Present,
greara1,Green Aracari,Pteroglossus viridis,,,,,,,,,,,Present
colara2,Collared Aracari,Pteroglossus torquatus,,,,,,,,,,Present,
pamara1,Pale-mandibled Aracari,Pteroglossus erythropygius,,,,,,,,,,Present,
fibara1,Fiery-billed Aracari,Pteroglossus frantzii,,,,,,,,,,Present,
yeetou1,Yellow-eared Toucanet,Selenidera spectabilis,,,,,,,,,,Present,
bkmtou1,Yellow-throated Toucan,Ramphastos ambiguus,,,,,,,,,,Present,
kebtou1,Keel-billed Toucan,Ramphastos sulfuratus,,Present,,,Present,Present,,,,Present,
chotou1,Choco Toucan,Ramphastos brevis,,,,,,,,,,Present,
chbtou1,Channel-billed Toucan,Ramphastos vitellinus,,,,,,,,,,,Present
eurwry,Eurasian Wryneck,Jynx torquilla,,,,,,Present,Present,,,,
olipic1,Olivaceous Piculet,Picumnus olivaceus,,,,,,,,,,Present,
antpic1,Antillean Piculet,Nesoctites micromegas,,,,,,,,,,,Present
wilsap,Williamson's Sapsucker,Sphyrapicus thyroideus,Present,Present,Present,Present,Present,Present,,,Present,Present,
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
rensap,Red-naped Sapsucker,Sphyrapicus nuchalis,,Present,Present,Present,Present,Present,,,Present,Present,
rebsap,Red-breasted Sapsucker,Sphyrapicus ruber,,,Present,Present,Present,Present,Present,,Present,Present,
cugwoo1,Cuban Green Woodpecker,Xiphidiopicus percussus,,,,,,,,,,,Present
lewwoo,Lewis's Woodpecker,Melanerpes lewis,Present,Present,Present,Present,Present,Present,Present,,Present,Present,
guawoo1,Guadeloupe Woodpecker,Melanerpes herminieri,,,,,,,,,,,Present
purwoo1,Puerto Rican Woodpecker,Melanerpes portoricensis,,,,,,,,,,,Present
rehwoo,Red-headed Woodpecker,Melanerpes erythrocephalus,Present,Present,Present,Present,Present,Present,,,Present,,Present
acowoo,Acorn Woodpecker,Melanerpes formicivorus,,,Present,Present,Present,Present,,,Present,Present,
gonwoo1,Golden-naped Woodpecker,Melanerpes chrysauchen,,,,,,,,,,Present,
blcwoo1,Black-cheeked Woodpecker,Melanerpes pucherani,,,,,,,,,,Present,
hiswoo1,Hispaniolan Woodpecker,Melanerpes striatus,,,,,,,,,,,Present
jamwoo1,Jamaican Woodpecker,Melanerpes radiolatus,,,,,,,,,,,Present
gocwoo1,Golden-cheeked Woodpecker,Melanerpes chrysogenys,,,,,,,,,,Present,
grbwoo1,Gray-breasted Woodpecker,Melanerpes hypopolius,,,,,,,,,,Present,
yucwoo,Yucatan Woodpecker,Melanerpes pygmaeus,,,,,,,,,,Present,
recwoo1,Red-crowned Woodpecker,Melanerpes rubricapillus,,,,,,,,,,Present,Present
gilwoo,Gila Woodpecker,Melanerpes uropygialis,,,,Present,Present,Present,,,,Present,
hofwoo1,Hoffmann's Woodpecker,Melanerpes hoffmannii,,,,,,,,,,Present,
gofwoo,Golden-fronted Woodpecker,Melanerpes aurifrons,,Present,,Present,Present,,,,,Present,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,Present,Present,Present,Present,Present,Present,,,Present,,
weiwoo1,West Indian Woodpecker,Melanerpes superciliaris,,,,,,,,,,,Present
attwoo1,American Three-toed Woodpecker,Picoides dorsalis,Present,Present,Present,Present,Present,Present,Present,,Present,,
bkbwoo,Black-backed Woodpecker,Picoides arcticus,Present,Present,Present,Present,,Present,Present,,Present,,
grswoo,Great Spotted Woodpecker,Dendrocopos major,,,,,,,Present,,,,
dowwoo,Downy Woodpecker,Dryobates pubescens,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
nutwoo,Nuttall's Woodpecker,Dryobates nuttallii,,,,Present,,Present,,,,Present,
labwoo,Ladder-backed Woodpecker,Dryobates scalaris,,Present,Present,Present,Present,Present,,,,Present,
recwoo,Red-cockaded Woodpecker,Leuconotopicus borealis,,Present,Present,,Present,,,,,,
haiwoo,Hairy Woodpecker,Leuconotopicus villosus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
whhwoo,White-headed Woodpecker,Leuconotopicus albolarvatus,,,,Present,,Present,,,Present,,
smbwoo1,Smoky-brown Woodpecker,Leuconotopicus fumigatus,,,,,,,,,,Present,
strwoo,Strickland's Woodpecker,Leuconotopicus stricklandi,,,,,,,,,,Present,
ariwoo,Arizona Woodpecker,Leuconotopicus arizonae,,,,,Present,,,,,Present,
rerwoo1,Red-rumped Woodpecker,Veniliornis kirkii,,,,,,,,,,Present,Present
crbwoo1,Crimson-bellied Woodpecker,Campephilus haematogaster,,,,,,,,,,Present,
crcwoo1,Crimson-crested Woodpecker,Campephilus melanoleucos,,,,,,,,,,Present,Present
pabwoo1,Pale-billed Woodpecker,Campephilus guatemalensis,,,,,,,,,,Present,
ivbwoo,Ivory-billed Woodpecker,Campephilus principalis,,Present,,,Present,,,,,,Present
impwoo1,Imperial Woodpecker,Campephilus imperialis,,,,,,,,,,Present,
linwoo1,Lineated Woodpecker,Dryocopus lineatus,,,,,,,,,,Present,Present
pilwoo,Pileated Woodpecker,Dryocopus pileatus,Present,Present,Present,Present,Present,Present,Present,,Present,,Present
cinwoo1,Cinnamon Woodpecker,Celeus loricatus,,,,,,,,,,Present,
chcwoo1,Chestnut-colored Woodpecker,Celeus castaneus,,,,,,,,,,Present,
chewoo2,Chestnut Woodpecker,Celeus elegans,,,,,,,,,,,Present
ruwwoo1,Rufous-winged Woodpecker,Piculus simplex,,,,,,,,,,Present,
stcwoo1,Stripe-cheeked Woodpecker,Piculus callopterus,,,,,,,,,,Present,
gogwoo1,Golden-green Woodpecker,Piculus chrysochloros,,,,,,,,,,Present,
goowoo1,Golden-olive Woodpecker,Colaptes rubiginosus,,,,,,,,,,Present,Present
grcwoo1,Gray-crowned Woodpecker,Colaptes auricularis,,,,,,,,,,Present,
spbwoo1,Spot-breasted Woodpecker,Colaptes punctigula,,,,,,,,,,Present,
norfli,Northern Flicker,Colaptes auratus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
